,times,herf,author,content,share_num,pingllun_num,dianzan_num
38,04月02日 10:34,https://weibo.com/6618611857/MA5VUAJ9V?refer_flag=1001030103_,AllForKH-哈弗茨,"哈弗茨【2023.03.31|Süddeutsche Zeitung】凯·哈弗茨：随时随地想着足球不是一种健康的生活方式（上）您的足球同事们也对这些话题感兴趣吗？并不是所有人都感兴趣。但是我拜访过很多做了许多事情却没有大张旗鼓的球员们。最近一次让您受到触动的是什么？土耳其的地震。我既没有特别爱看报纸，也不想自诩为一个特别有政治头脑的人。但我当然会注意到这些大事。我试着在生活中睁大眼睛。有很多时候，我问自己：现在到底发生了什么？乌克兰的战争只是一个特别突出的例子。您是足球泡沫中的一部分——一个金钱和财富的世界。但这并不能使我忽视一个事实，那就是许多人不得不在不体面的条件下生活。当然，我也注意到在德国这样富裕的国家有很多老人在垃圾中寻找回收瓶来补充自己的养老金；或者，无家可归的人挣扎着生活，与家人没有任何联系；儿童和年轻人在成长过程中所遇到的困难；动物是如何被对待的。这触动了我。你们的项目中也包括老人，这一点相当不寻常。这种想法是怎么产生的？他们也是社会的一部分，而且容易受到伤害。我在我的祖母身上看到了这一点，她已经85岁了，需要依靠别人。幸运的是，她得到了很好的照顾。我有时会想，如果我的祖母需要帮助，而她又不是与家人过得那么融洽，会不会有人向她伸出援手。我无法改变整个世界，但是我可以通过提供帮助来改变我的世界里的一部分。足球运动员们被建议：好好踢球，别整虚的！我现在说的话也许有点大胆，因为可能有人会误解。但足球并不是我生活中最重要的事情。这并不是说我们误会了对方：足球不仅是我的工作，我爱它。踢球是一个能给人们带来快乐的好方法。与切尔西一起赢得欧洲冠军联赛，不仅仅为斯坦福桥或伦敦的人们带来甜蜜的一天，这种快乐更是超越了国界。我当然喜欢这样。但是？有一些事情比这重要一百倍：我的家庭，我的女朋友，我的狗，现在是基金会。如果有人说：""不要参与，专注于足球！""我并不理解（他们为什么这么说）。我当然可以用我的时间做比建立一个基金会更糟糕的事情。您有没有与教练或队友发生过矛盾，他们无法应对你不想把足球放在第一位的事实？没有。最多就是有人谈论我的身体语言。这让您感到愤怒吗？这就是我踢球的方式！我想你可以看出足球对我意味着什么，我在每堂训练课和每场比赛中总是付出百分之百的努力，不会乱搞事或是挥手而去……但当我下午三点从训练中回到家时，我试着专注于其他事情。我认为，做一些对我来说很重要的事，而不是24小时想着足球，这是健康的。动物在您的生活中是否扮演了很重要的角色？是的。我其实并不是直接在农场长大的，而是在非常乡村的环境中长大的。我们有个很大的花园和许多动物：狗、马、猫和豚鼠。我18岁的时候我的父母给我送了一个特别的礼物：资助三头患病的小驴，它们是被一位熟人救下的。这位熟人现在也参与了基金会。无论如何驴子一直是我最喜欢的动物。为什么是驴？这我也说不上来。我就是喜欢。也许是因为我父母送我的那个助眠的毛绒动物玩偶。驴子让我着迷。它们是非常平静的动物。它们一整天都很冷静。像你本人一样？没错（笑）。您知道在英国表现不好的球员会被称作“驴子”吗？当然！在切尔西大家也都知道我喜欢驴。有些队友有时也会叫我“小驴”。当然这是在开玩笑，而不是在说我的球技什么的……您在18岁资助小驴时已经是勒沃库森的职业球员了。您是否有时间照顾这些驴？我领养了它们。这些动物都被非常粗鲁地对待过。有一只感染了寄生虫，而另一只被我们从屠宰场里救出来。德国有马肉制品，有时里面还会还加入驴肉。我们以肉的售价买下它--大约在1500欧元。您什么时候会去找驴？实际上比赛结束之后我总是会去——尤其是我们输了之后。对我来说这是一种放松。我感到一种内心的平静，也能使我的身体得到放松。您的压力在这得到了释放？也有。足球已经改变了很多。通过社交网络，你可以得到一切。我曾经非常密切地关注人们在网上写的东西。当然我也会觉得：也许他们是对的。也许你啥也不是。或者你是个白痴。当你除了足球之外一无所有的时候，这对你的打击就更大了。那时就是这样：足球控制着我的生活。现在不一样了吗？最近几个月就很好地证明了，我是如何改变（与舆论的）相处模式的。这并不简单。我们踢得很烂，我也踢得不好，没有进球，然后他们就说，我该被卖掉。然后您那些冷静的小驴在遥远的德国……是的，哈哈。但我已经在慢慢地变得更成熟了。我已经非常有意识地尝试去改变。你只要问问我女朋友就知道了，我在输球之后还是会有两三天心情不好。但我只是不想再破坏我周围人的日子了。我是说：我把我女朋友的生活搞得天翻地覆。她和我一起搬到了伦敦，本来她想在科隆学习，因为她的朋友在那。谁给了我心情不好的权利？您会看足球来消遣吗？比以前多。之前我看不下去我在联赛踢的比赛。我也不知道为什么。我还是喜欢看我的老东家勒沃库森的比赛，或者是欧冠集锦。收起d", 32, 6,172
39,04月02日 09:39,https://weibo.com/2106083604/MA5zt9HFv?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-02 09:37:14 在 土耳其中部（纬度:38.29°N 经度:37.98°EO网页链接） 发生3.5级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​,0,0,0
40,04月02日 09:39,https://weibo.com/2106083604/MA5zsAgKB?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-02 09:35:17 在 土耳其东部（纬度:38.41°N 经度:38.1°EO网页链接） 发生4.5级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​, 1,0,0
41,04月02日 09:00,https://weibo.com/2045222122/MA5jtaAfw?refer_flag=1001030103_,李巴乔,Kurtekotten青训中心的善款筹集人: 支持地震受害者为积极应对发生于土耳其东部及叙利亚的地震，勒沃库森年轻球员在青年队主帅厄尔达·切立克以及家长代表厄兹坎·卡拉布鲁特的带领下，参加了一项善款筹集活动。这些善款迄今为止已经帮助到160个家庭，这个活动还在继续。 ​,0,0,5
42,04月02日 08:01,https://weibo.com/7522054998/MA4Vw4gqT?refer_flag=1001030103_,曾麟鈞0,连日来，土耳其多个地震灾区遭暴雨袭击，发生洪涝灾害！ ##快手#@快手L梦颜视界的快手视频​,0, 1,0
43,04月02日 05:27,https://weibo.com/2106083604/MA3Vb10RN?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-02 05:24:40 在 土耳其中部（纬度:41.04°N 经度:33.63°EO网页链接） 发生4.3级地震，震源深度:10.0公里，查看详细O网页链接#AppO网页链接​,0,0,1
44,04月02日 02:42,https://weibo.com/2106083604/MA2QcsVFW?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-02 02:37:38 在 土耳其中部（纬度:38.41°N 经度:37.75°EO网页链接） 发生3.7级地震，震源深度:10.0公里，查看详细O网页链接#AppO网页链接​,0,0,0
45,04月02日 00:41,https://weibo.com/2061540914/MA231zFAn?refer_flag=1001030103_,英英布谷,当地人发文感谢乌克兰：“来自乌克兰的援助物资进入叙利亚西北部，为受地震影响的人们提供援助。谢谢乌克兰。 💙💛”好温暖。乌克兰人自己还在打仗，能够想到叙利亚地震灾区的人民真令人感动。#叙利亚##乌克兰##土耳其地震#​, 4, 13,100
46,04月02日 00:11,https://weibo.com/2061540914/MA1QWcFNp?refer_flag=1001030103_,英英布谷,来自乌克兰的人道主义援助抵达叙利亚西北部地震灾区——反对派控制区。#乌克兰##叙利亚##土耳其地震#L英英布谷的微博视频​, 6, 8,87
47,04月03日 20:48,https://weibo.com/2106083604/MAjnw2tOC?refer_flag=1001030103_,地震讯息,【欧洲地中海地震中心】发布，2023-04-03 20:44:16 在 土耳其中部（纬度:38.0°N 经度:37.91°EO网页链接） 发生4.4级地震，震源深度:5.0公里，查看详细O网页链接#AppO网页链接​, 2,0,0
